,val_loss,val_accuracy,loss,accuracy,lr
0,0.4720735824108124,0.904699981212616,0.6552744925498962,0.8572999835014343,0.0010000000474974513
1,0.3145575161933899,0.9509999752044678,0.2559636478980382,0.9718666672706604,0.0009333333582617342
2,0.3045247200727463,0.9521999955177307,0.22089567801952362,0.9804499745368958,0.0008666666690260172
3,0.22394939134120942,0.9769999980926514,0.20562416165669758,0.9850666522979736,0.0007999999797903001
4,0.20042308373451234,0.9836000204086304,0.19646225318908692,0.9872499704360962,0.000733333348762244
5,0.1851135054588318,0.9887999892234802,0.18910810470581055,0.9889666438102722,0.0006666666595265269
6,0.1805959892988205,0.9907000064849854,0.18423242727915445,0.9901000261306763,0.0006000000284984708
7,0.17650736334323883,0.9905999898910522,0.1802470416386922,0.9914000034332275,0.0005333333392627537
8,0.1897781142950058,0.9858999848365784,0.1764793795824051,0.9919833540916443,0.0004666666791308671
9,0.18083548300266267,0.9890000224113464,0.17306448656717935,0.9934166669845581,0.00039999998989515007
10,0.17835557577610017,0.989799976348877,0.1711368149916331,0.9937333464622498,0.00033333332976326346
11,0.1762954895734787,0.9905999898910522,0.1693006611029307,0.9938833117485046,0.00026666666963137686
12,0.17001225521564484,0.9922000169754028,0.16728275888760885,0.9947666525840759,0.00019999999494757503
13,0.17019663209915162,0.9921000003814697,0.16647636179129283,0.9947333335876465,0.00013333333481568843
14,0.16968432619571686,0.9925000071525574,0.16597353565692902,0.9949166774749756,6.666666740784422e-05
