,val_loss,val_accuracy,loss,accuracy
0,2.6414805782318114,0.9789000153541565,3.687359684499105,0.7875999808311462
1,1.8392419618606568,0.98580002784729,2.221147143872579,0.9819333553314209
2,1.2993961898803712,0.9873999953269958,1.5514993504842123,0.9864000082015991
3,0.9213930423736573,0.9897000193595886,1.0946183667500813,0.9887166619300842
4,0.6675517887115479,0.9884999990463257,0.7813791127840678,0.9899166822433472
5,0.5065002232551574,0.9835000038146973,0.5644383142312368,0.9905499815940857
6,0.36484919738769533,0.9896000027656555,0.41631269392967224,0.9910500049591064
7,0.2745627671957016,0.9916999936103821,0.31261466465791066,0.9918500185012817
8,0.22477288269996643,0.9894999861717224,0.243132435131073,0.9918333292007446
9,0.18025152084827423,0.991599977016449,0.1937095650513967,0.9919833540916443
