,val_loss,val_accuracy,loss,accuracy,lr
0,13.870433258056641,0.1225999966263771,19.19200469180105,0.19329483807086945,0.10000000149011612
1,7.886334652709961,0.12240000069141388,9.852795241389245,0.3158886730670929,0.10000000149011612
2,5.117736488342286,0.2621999979019165,5.50063523827052,0.385547012090683,0.10000000149011612
3,3.0392332038879393,0.42160001397132874,3.466483487737152,0.4748355746269226,0.10000000149011612
4,2.0935877338409425,0.5654000043869019,2.402268742994884,0.5432908535003662,0.10000000149011612
5,1.7221653079986572,0.6263999938964844,1.889798615198316,0.5979707837104797,0.10000000149011612
6,1.5151844409942627,0.6669999957084656,1.6638197346991135,0.6296117901802063,0.10000000149011612
7,1.4697993320465088,0.6916000247001648,1.544153831920679,0.6619946956634521,0.10000000149011612
8,1.3459753561019898,0.7336999773979187,1.5102537092506254,0.676150918006897,0.10000000149011612
9,1.6224986995697022,0.6664999723434448,1.4940682833570298,0.6915704011917114,0.10000000149011612
10,1.397122663116455,0.7340999841690063,1.4750444971295094,0.7033405303955078,0.10000000149011612
11,1.4180052261352538,0.7229999899864197,1.4693416872581382,0.7123035192489624,0.10000000149011612
12,1.3515420108795166,0.7524999976158142,1.4566453530461811,0.7196222543716431,0.10000000149011612
13,1.6677403652191163,0.6858999729156494,1.4686637250972474,0.720203697681427,0.10000000149011612
14,1.4076656555175782,0.7580999732017517,1.4762592158104924,0.7267404794692993,0.10000000149011612
15,1.3324816911697388,0.7728999853134155,1.4803526824890592,0.7276628017425537,0.10000000149011612
16,1.444152395439148,0.7495999932289124,1.480325226719501,0.733237087726593,0.10000000149011612
17,1.4621595136642456,0.7452999949455261,1.4941311472304402,0.7359640598297119,0.10000000149011612
18,1.500605175971985,0.7404000163078308,1.4999012171858812,0.7389917969703674,0.10000000149011612
19,1.4529540800094605,0.7538999915122986,1.5008946377993166,0.7399542927742004,0.10000000149011612
20,1.30404088306427,0.7784000039100647,1.330468471822044,0.7802574634552002,0.05000000074505806
21,1.253111922454834,0.7746999859809875,1.226569242036836,0.7915062308311462,0.05000000074505806
22,1.0899602937698365,0.8183000087738037,1.2091223341094632,0.7874959707260132,0.05000000074505806
23,1.246461993598938,0.7753000259399414,1.1922858087611878,0.7907242774963379,0.05000000074505806
24,1.0839643368721008,0.8285999894142151,1.1970544367751366,0.7916666865348816,0.05000000074505806
25,1.137317667198181,0.8112000226974487,1.2003911071990903,0.7910250425338745,0.05000000074505806
26,1.1606665897369384,0.8065999746322632,1.2046271169801381,0.7941730618476868,0.05000000074505806
27,1.1702807987213135,0.807200014591217,1.2035795008099763,0.7962985038757324,0.05000000074505806
28,1.2579175662994384,0.7817999720573425,1.2079098618562152,0.7966594696044922,0.05000000074505806
29,1.1543516929626465,0.8119000196456909,1.2139956157941085,0.796714723110199,0.05000000074505806
30,1.1847313957214356,0.8101999759674072,1.2156474027177349,0.7965037226676941,0.05000000074505806
31,1.2509509935379028,0.7924000024795532,1.229133311050765,0.7965191006660461,0.05000000074505806
32,1.1322303339004516,0.832099974155426,1.2158255144920262,0.8032363057136536,0.05000000074505806
33,1.1393974906921387,0.8300999999046326,1.2185440398119258,0.8037375807762146,0.05000000074505806
34,1.1450713138580322,0.8324000239372253,1.2259926119790003,0.8023540377616882,0.05000000074505806
35,1.1456877840042115,0.8321999907493591,1.2209374589494761,0.8053817749023438,0.05000000074505806
36,1.20697913646698,0.8202999830245972,1.2279874230563201,0.8027750849723816,0.05000000074505806
37,1.15216644821167,0.8331000208854675,1.2417720832769634,0.8025144338607788,0.05000000074505806
38,1.15766922416687,0.8306999802589417,1.2383012930322694,0.8035972118377686,0.05000000074505806
39,1.247330660057068,0.800599992275238,1.2306553661192232,0.8073468208312988,0.05000000074505806
40,0.9603899629592896,0.876800000667572,1.1016747486449834,0.8385466933250427,0.02500000037252903
41,0.937334827709198,0.8698999881744385,1.034623230726291,0.8442708253860474,0.02500000037252903
42,0.9230967712402344,0.8654999732971191,0.9886867118785223,0.8492894768714905,0.02500000037252903
43,0.9253679281234741,0.8634999990463257,0.9798828737453501,0.8470083475112915,0.02500000037252903
44,0.8823087871551514,0.8687000274658203,0.966883715238562,0.8481712937355042,0.02500000037252903
45,0.8812865592956542,0.8715000152587891,0.9591822559763921,0.8464268445968628,0.02500000037252903
46,0.8935497054100037,0.8683000206947327,0.960107742573613,0.8468278646469116,0.02500000037252903
47,0.9212527170181274,0.8611999750137329,0.9625253504667527,0.8450320363044739,0.02500000037252903
48,0.9090247570037842,0.8628000020980835,0.9590097194921534,0.8471419215202332,0.02500000037252903
49,0.9126881420135498,0.8626999855041504,0.9601921627154717,0.8486378192901611,0.02500000037252903
50,0.914168759727478,0.8654999732971191,0.9680600922767674,0.8474429845809937,0.02500000037252903
51,0.9070441452026368,0.8676999807357788,0.9615390095184505,0.8502566814422607,0.02500000037252903
