,val_loss,val_accuracy,loss,accuracy,lr
0,15.044055728149415,0.10999999940395355,13.599157853002293,0.20360244810581207,0.10000000149011612
1,11.118687310791016,0.08980000019073486,10.22873408298241,0.27591267228126526,0.10000000149011612
2,10.778531929016113,0.12099999934434891,7.327344933059217,0.3574501574039459,0.10000000149011612
3,5.554252001190186,0.21140000224113464,5.382787540511864,0.4223021864891052,0.10000000149011612
4,4.931470799255371,0.19859999418258667,4.046829359214687,0.4879583418369293,0.10000000149011612
5,3.529012380599976,0.31690001487731934,3.1424816483736575,0.5411104559898376,0.10000000149011612
6,2.917995947265625,0.3894999921321869,2.518568437557276,0.5891162753105164,0.10000000149011612
7,2.129803108215332,0.5799999833106995,2.0766082123645675,0.6339458227157593,0.10000000149011612
8,1.91734592628479,0.593500018119812,1.7689184739912542,0.670814573764801,0.10000000149011612
9,1.5455988655090331,0.6815999746322632,1.5711066698330167,0.6982550621032715,0.10000000149011612
10,1.4176361015319825,0.7174000144004822,1.4412895449490821,0.7160863876342773,0.10000000149011612
11,1.3534809553146363,0.7304999828338623,1.348764602069726,0.7312238812446594,0.10000000149011612
12,1.2844663095474242,0.7483000159263611,1.2906024848659463,0.7421799898147583,0.10000000149011612
13,1.2681487993240357,0.7603999972343445,1.2588355157029478,0.7526335120201111,0.10000000149011612
14,1.2108070793151855,0.7730000019073486,1.2377989805944865,0.7567746639251709,0.10000000149011612
15,1.0951615034103395,0.8044999837875366,1.214665650247799,0.7645344138145447,0.10000000149011612
16,1.1610444843292236,0.7954000234603882,1.2191697941903095,0.7676101922988892,0.10000000149011612
17,1.131824842262268,0.8065999746322632,1.2262344447774265,0.7732188701629639,0.10000000149011612
18,1.100532173538208,0.8167999982833862,1.2089864366036898,0.7780033946037292,0.10000000149011612
19,1.2109116596221925,0.7878000140190125,1.2099437391155976,0.7805363535881042,0.10000000149011612
20,0.9878482879638671,0.8414000272750854,1.0981124319344635,0.8154149055480957,0.05000000074505806
21,0.9713354494094849,0.8377000093460083,1.0219485273728004,0.8258012533187866,0.05000000074505806
22,0.9368638006210327,0.8392000198364258,0.9904738893919951,0.8268736004829407,0.05000000074505806
23,0.9176975242614747,0.84170001745224,0.9711118686037574,0.8279333710670471,0.05000000074505806
24,0.9438222318649292,0.8338000178337097,0.9537101027293083,0.8292267918586731,0.05000000074505806
25,0.894214485168457,0.847599983215332,0.9620917053127227,0.8284175395965576,0.05000000074505806
26,0.9887694271087647,0.8198999762535095,0.9511663305453765,0.8342347741127014,0.05000000074505806
27,0.9016710847854614,0.8521000146865845,0.9544766978381756,0.8322304487228394,0.05000000074505806
28,0.8884962038040161,0.8587999939918518,0.9525838516348234,0.8334673643112183,0.05000000074505806
29,0.9419712274551392,0.8395000100135803,0.9422290890153178,0.8375281691551208,0.05000000074505806
30,0.972276543045044,0.8292999863624573,0.9521140344045522,0.838191568851471,0.05000000074505806
31,0.9135435426712036,0.8586000204086304,0.9488784754993295,0.838754415512085,0.05000000074505806
